[0.6010979]	[7.37027913]	[22.1763972]	[0.27743777]	[nan]	nan	[nan]	nan
[3.97725202]	[166.8839217]	[13.94803963]	[1.50993715]	[8.71427136]	159.04754268841623	[-63.34487861]	0.000515499536593265
[0.67206412]	[25.8257622]	[26.12410534]	[1.23323087]	[nan]	nan	[nan]	nan
[2.9195982]	[123.55460066]	[23.86163965]	[3.59132374]	[5.96715438]	122.13463152809774	[-9.29017398]	0.000694890389862571
[2.5897972]	[49.84363334]	[22.38066945]	[1.85161098]	[5.24983137]	49.48621395988705	[-1.94448874]	0.0017425893099346135
[0.25841361]	[175.30789298]	[23.30349153]	[5.36151309]	[nan]	nan	[nan]	nan
[7.4841047]	[24.00370249]	[34.25413357]	[1.98963113]	[15.62627937]	23.481273866264743	[-22.09328409]	0.0027233886510648806
[0.01315872]	[153.41295812]	[18.6501272]	[1.28781103]	[nan]	nan	[nan]	nan
[1.90346065]	[123.90848662]	[11.83472578]	[0.36135813]	[3.89913493]	122.31048029345389	[-5.31403321]	0.0008039349499452691
[0.07346599]	[154.57896454]	[16.75373371]	[1.24196985]	[nan]	nan	[nan]	nan
[1.7044945]	[216.48840967]	[20.13307233]	[1.46014779]	[3.4714102]	214.38088046751645	[-6.32631857]	0.0004714654314625247
[1.43116412]	[34.67995035]	[22.37626146]	[1.28831466]	[2.88398784]	34.554897113531744	[-0.4143873]	0.002973394517332596
[14.97643129]	[163.62499012]	[16.47456655]	[2.72880346]	[1.40836574]	923.5143659563184	[3419.08956906]	0.00021073433203556744
[0.59757686]	[55.15519313]	[20.46169218]	[4.14664212]	[nan]	nan	[nan]	nan
3.6205426322541943	294.4720357978262	8.8277444481395	4.680441321222712	7.743202696929634	284.19099495126943	-73.61582235145988	0.00029366819928003954
11.930271577328352	654.9689725486204	16.893945882189378	2.0752263590893425	5.932209234142406	1422.560737907244	6868.964255894905	2.4528061108346878e-05
0.14479265659209253	171.73544832253327	23.344573264943154	5.692471525017963	nan	nan	nan	nan
