k1	th1	k2	th2	kc	thc	muc	err
0.18783485197477556	185.51504887928584	37.22217636100639	0.9121046000276385	0.26456255216384533	169.52079781351958	11.693515476189837	0.002813838368154063
2.0435049936057696	189.9191289136492	22.259390394044242	0.4532868817408612	2.0443627035275007	189.883771881287	9.998896035322218	3.666110539393679e-07
3.601518583363131	35.497644806075634	16.96998315818978	3.7190943620402983	4.1447894074095	33.93448964466624	50.30707661765089	2.8796691138328328e-05
5.003729737237184	86.47629982862895	22.131308874055136	2.4831125543455896	5.058101821951269	86.16674951865107	51.8182605109518	7.027059092194181e-07
4.5786650234945006	81.67996185160868	13.613827402070724	1.25934933293587	4.588931104302896	81.61708435747306	16.594419882049124	1.9063186731048583e-07
1.0347352158761554	43.58294131692737	28.967014047851453	3.9558217225102563	2.331915254903666	32.752739319549214	82.8952378528687	0.0003602198493856862
3.097761014547188	30.934411923753434	21.1631916285983	3.491348712407461	3.9019450911203175	28.737207123022564	57.584489575963104	5.836839801735469e-05
0.04294402956181667	282.9214528677623	11.52327452828177	2.1909911253286536	0.05678912337928006	266.66752982455773	2.2728053942521704	0.0038841407355585046
9.374433808896987	33.17593462894668	25.802779020817994	3.5916761536969366	10.2397959507436	32.25110289563868	73.43610866043633	3.0572301886898033e-06
1.9485761755141557	151.24228721152858	17.129135947007953	3.8404727171502437	1.9816745554632829	150.39828411737167	62.44997232017465	1.3708727848500225e-05
0.362542085514271	2.301573747498779	25.94375517900572	0.5407830691482104	4.686494304045751	2.9531686670394293	-1.4488010457427407	0.02286559610274841
2.7169402501538924	103.79541265847743	33.70407300124886	3.338556256976562	2.8208134928529964	102.51776891889551	105.34528954679769	9.931627982427746e-06
3.2866382143100403	249.72576658731742	22.245923886685233	2.248429088468665	3.292572271603018	249.5678879399214	49.05586520297686	1.363084644029563e-07
4.660472148527542	3.738750790086069	15.955647644956498	2.2331856196656563	17.07897124712987	2.910920793041963	3.3407342736367625	2.8686423127315462e-05
5.322239609259405	72.42048494831185	24.879043138313573	0.362852451390236	5.3249958721317014	72.40569690133323	8.906380718299829	2.9325858993998664e-08
8.624876569813827	50.169450113103096	29.79642351623602	0.614928987103531	8.639361459771507	50.1402558728587	17.848080379609655	5.72084661744152e-08
0.20260177903467325	305.8312022600742	25.577273032275944	1.4327745413843516	0.24510081583947851	291.2542946695402	15.024834654736168	0.002181329571411991
1.1816548634402246	145.9049710461209	20.257410570021737	1.0208944454270048	1.186262789292872	145.70474431377073	20.223168922858946	6.266385806228707e-05
8.551659917266448	286.10070590971117	22.495698858415384	1.8673872226972958	8.55586124454237	286.04562231783274	41.27662350685205	3.0983933485098076e-09
12.521231514836513	96.1190231657456	15.663938207712516	1.824357791015917	12.539594456663533	96.07007649473405	27.42509841111155	1.2950568127056485e-08
1.143065238128757	117.1071410225659	29.031833066211252	2.6464079256461073	1.199436653874943	115.20095594105027	72.40126376599704	0.0001771724181050544
